stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
3dpf,25.28,0.57,0,0,0,0
5dpf,0,0,0.52,0,2.07,1.55
10dpf,11.92,0,0,0.63,0,0
