stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,0,0,1.67
3dpf,72.41,0,0,0.57,0,0,0,0
5dpf,3.1,0.52,1.03,4.13,0,0.52,1.03,1.55
10dpf,75.93,0,0,1.26,1.26,0,0.63,0
