stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,1.67,0,0
3dpf,1.15,0.57,6.9,0.57,0.57
5dpf,0,0,7.24,0,0
10dpf,0.63,0,1.88,0,0.63
