stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
19hpf,0,0,0,0,0,4.38
24hpf,0,0,2,1,0,3
2dpf,4.17,0.83,15.85,10.01,54.21,66.73
3dpf,1.15,0,1.72,12.64,12.64,6.32
5dpf,4.13,0,1.55,11.37,23.26,27.91
10dpf,1.88,0.63,0,2.51,13.81,1.26
