stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,0,0,1,0,0,0,0,0
2dpf,1.67,0,5,0,0,0.83,0,0
3dpf,49.99,0.57,1.15,0,0,0,0,0
5dpf,4.65,0,19.64,1.03,3.1,0,0.52,0.52
10dpf,92.87,8.16,20.71,2.51,1.26,0.63,2.51,0.63
