stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
2dpf,0.83,0.83,0,0,0,0.83,0.83
3dpf,1.15,6.9,0,0,0,0,1.72
5dpf,1.03,6.72,1.55,1.55,0.52,1.03,3.62
10dpf,0.63,18.83,1.26,0.63,0,0,0
