stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm
12hpf,0,0,0,0,0,0,0,28.92
14hpf,0,0,0,0,0,0,0,60.19
16hpf,0,0,0,8.2,0,0,2.05,227.64
19hpf,0,0,0,21.89,0,0,0,15.32
24hpf,0,0,0,2,0,0,0,144
2dpf,5,0,0.83,0.83,4.17,0.83,0,10.01
3dpf,2.3,0.57,0,0,1.15,0,0,5.75
5dpf,0,0,0,0,0,0,0,5.69
10dpf,0,0,0,0,0,0,0,3.14
