stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0.83,0,0,0
3dpf,2.3,0,1.15,17.81,0,0,0.57
5dpf,1.03,1.03,2.58,11.37,0.52,0,0
10dpf,1.88,0,8.16,6.9,0.63,0.63,0.63
