stage,central_nervous_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,4.17,2.5,0.83,0.83,0
3dpf,11.49,0,5.17,0,1.15
5dpf,4.13,0,1.55,0.52,2.58
10dpf,4.39,0,1.88,0,1.88
