stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,5,0,0.83,0.83,1.67,0.83,1.67
3dpf,7.47,0.57,0,0,0,0,0
5dpf,0,0,0,1.55,0,0,0
10dpf,2.51,0,0,0,0,0,0
