stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0.83,1.67,1.67,0.83
3dpf,19.54,0,0,2.3,0,0.57,0
5dpf,0.52,0,0,4.13,0.52,2.58,0
10dpf,37.02,0.63,0.63,2.51,0,1.88,0.63
