stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,periderm
2dpf,7.51,0,0,0,0,0
3dpf,16.09,0,0,0,0,0
5dpf,20.16,0,0.52,2.58,0.52,0.52
10dpf,8.79,0.63,0,0,0,0
