stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,7.51,0,0,0,0
3dpf,0,0.57,0.57,0,2.87,0,0
5dpf,0.52,0.52,13.44,0.52,1.55,0.52,0.52
10dpf,1.26,3.14,10.04,0,0,0,0
