stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,20.65,0,0,0,0,0,0,0,0,10.32
12hpf,15.42,0,0,0,0,0,0,0,0,5.78
14hpf,23.41,0,0,0,0,0,0,0,0,3.34
16hpf,26.66,0,0,0,2.05,2.05,2.05,2.05,14.36,10.25
19hpf,26.27,0,0,0,0,0,2.19,0,0,0
24hpf,10,0,16,12,2,0,4,0,2,1
2dpf,117.6,0,55.05,27.52,42.54,39.2,15.01,2.5,19.18,27.52
3dpf,135.62,1.72,17.81,10.92,2.3,46.55,1.72,0,2.87,5.75
5dpf,95.1,8.79,73.91,72.36,11.37,71.32,12.4,8.27,13.95,72.36
10dpf,77.19,7.53,43.3,24.47,3.14,52.71,6.9,0,3.77,4.39
