stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0,0,0,0,0,4.17
3dpf,0,0.57,0,0.57,0,0.57
5dpf,0,0.52,0.52,0.52,1.55,7.75
10dpf,0.63,0,0.63,0,0.63,1.88
