stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,0,4.17,0
3dpf,6.9,0,33.33,0.57,0.57,0.57,0
5dpf,0,0,8.27,0,1.03,0.52,1.03
10dpf,0.63,4.39,10.67,0.63,1.26,1.88,0
