stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0,0,0,0.83
3dpf,0.57,4.02,0,0,0
5dpf,0,4.65,0.52,0.52,0
10dpf,0,7.53,0,0,0
