stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,periderm
3dpf,2.87,0,0.57,1.72,0
5dpf,0,0,0,0.52,2.07
10dpf,0.63,0.63,0,0,0
