stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.5,0,0,0,0,2.5
3dpf,3.45,0.57,0,0,0,0
5dpf,3.62,1.03,0.52,1.03,0,4.65
10dpf,1.88,0,0,0,0.63,0
