stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,10.32,10.32,20.65
12hpf,0,0,0,0,1.93,0,0,11.57,0,7.71
14hpf,3.34,0,0,3.34,6.69,3.34,0,6.69,0,90.28
16hpf,16.41,8.2,0,6.15,14.36,2.05,0,12.3,6.15,86.13
19hpf,19.7,0,0,6.57,0,0,0,10.95,0,6.57
24hpf,8,1,13,13,6,4,1,1,4,31
2dpf,128.45,4.17,33.36,57.55,64.22,130.12,30.03,7.51,31.69,130.12
3dpf,388.46,16.66,27.01,26.43,14.94,199.98,3.45,0,10.92,68.96
5dpf,103.37,37.73,98.2,92.51,19.12,238.77,25.84,10.34,30.49,203.63
10dpf,216.5,35.14,77.81,59.62,12.55,129.9,16.32,0.63,18.2,62.75
