stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,299.37,0,0,0,41.29,10.32,0,20.65,82.58,113.55
12hpf,773.03,34.7,0,13.49,133.01,36.63,1.93,42.41,200.49,300.73
14hpf,197.29,6.69,3.34,16.72,53.5,46.81,3.34,0,36.78,100.32
16hpf,266.61,18.46,16.41,57.42,102.54,49.22,8.2,18.46,170.22,104.59
19hpf,157.62,2.19,0,10.95,10.95,2.19,2.19,2.19,8.76,21.89
24hpf,259,3,5,24,73,35,5,0,41,21
2dpf,522.97,5.84,19.18,55.05,213.52,423.71,38.37,5,117.6,88.41
3dpf,1641.76,9.19,15.52,27.58,33.9,525.23,16.09,0,28.73,34.48
5dpf,110.6,8.79,38.76,47.03,29.98,343.69,28.43,12.4,48.07,99.23
10dpf,423.58,3.77,24.47,20.71,8.16,194.54,10.04,0,21.96,7.53
