stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
16hpf,0,0,2.05,0,0,0,0
19hpf,0,0,0,0,0,0,4.38
24hpf,1,0,0,0,0,0,1
2dpf,4.17,0,4.17,1.67,1.67,0.83,53.38
3dpf,5.17,1.72,0,0,2.3,0,22.41
5dpf,2.07,7.24,4.13,0,3.1,1.03,82.18
10dpf,4.39,4.39,3.14,0,1.26,0,20.71
