stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,165.17,20.65,10.32,0,30.97,0,0,0,20.65,0
12hpf,267.96,3.86,7.71,0,55.9,7.71,0,3.86,30.84,52.05
14hpf,284.23,3.34,13.38,6.69,43.47,23.41,0,3.34,36.78,53.5
16hpf,305.57,8.2,0,14.36,55.37,43.07,8.2,6.15,77.93,92.29
19hpf,512.27,2.19,0,4.38,10.95,4.38,2.19,2.19,6.57,48.16
24hpf,551,4,3,17,87,54,16,1,63,52
2dpf,640.57,10.84,22.52,56.72,246.89,474.59,59.22,7.51,143.46,143.46
3dpf,1661.3,6.32,6.9,22.99,33.9,458.57,11.49,0,35.05,60.91
5dpf,182.44,13.44,37.73,82.18,34.63,471.86,37.73,19.12,82.69,208.28
10dpf,471.28,11.3,26.98,50.83,25.73,329.45,16.32,0.63,42.04,39.53
