stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.83,0,0.83,0,0,0
3dpf,5.75,0,1.72,0.57,0,0
5dpf,0.52,0,2.07,0,0,0.52
10dpf,3.14,0.63,1.26,0,0.63,0.63
