stage,central_nervous_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest
24hpf,2,0,0,0,0
2dpf,3.34,0,0,0.83,0
3dpf,37.93,0,0,1.15,0
5dpf,1.55,0.52,0.52,1.03,0
10dpf,29.49,0,0,0.63,0.63
