stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
19hpf,2.19,0,0,0,0,0,0,0,0
24hpf,1,0,0,0,0,0,0,0,0
2dpf,2.5,2.5,0.83,0.83,0.83,0,0.83,0,0
3dpf,6.32,9.19,1.15,0.57,2.3,0,0,0.57,0
5dpf,2.07,33.59,3.62,0,4.13,0.52,0.52,0.52,0.52
10dpf,4.39,77.19,1.88,0,2.51,0,0,0,0
