stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
2dpf,12.51,0,0,0.83,5,0.83,0.83
3dpf,38.5,0,0,0,0,0,0
5dpf,0.52,0.52,0,1.03,0.52,0,0
10dpf,11.3,0,0.63,0,0,0,0
