stage,central_nervous_system,intermediate_mesoderm,mesenchyme,periderm
2dpf,0.83,0,0,0
3dpf,0,0,0,0.57
5dpf,0.52,1.55,0.52,3.62
10dpf,0,3.14,0,1.26
