stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,1.67,0,1.67,8.34,0,2.5,1.67,0
3dpf,1.15,0,0.57,8.62,0,0,0.57,0.57
5dpf,0,0.52,1.55,11.89,0,7.75,1.55,2.58
10dpf,0,0,1.88,1.26,0.63,0,0,0
