stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
2dpf,0,0,0,0.83,0
3dpf,0.57,1.72,0.57,0,0
5dpf,0,6.2,0,0.52,0.52
10dpf,0,12.55,0,0.63,0
