stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0.83,0,0.83,0,0,34.2
3dpf,9.19,6.9,0.57,0,1.72,0.57,0,0,149.98
5dpf,3.1,0.52,0,2.07,8.79,0,1.03,1.03,601.07
10dpf,3.14,1.88,1.26,0,1.26,0,0,0.63,122.37
