stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest
2dpf,0.83,0,2.5,0
3dpf,0,0,6.9,0
5dpf,0,0.52,2.58,1.55
10dpf,2.51,0,1.26,0
