stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,periderm
2dpf,2.5,0,0,0,0
3dpf,10.92,0.57,0.57,0.57,0.57
5dpf,1.03,0,0,0,1.03
10dpf,3.77,0,0,0,0
