stage,central_nervous_system,hematopoietic_system,mesenchyme,periderm
2dpf,0,1.67,0,7.51
3dpf,0.57,0.57,0,2.3
5dpf,0.52,9.3,0,8.27
10dpf,0.63,4.39,0.63,0.63
