stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,0,0,0,0,0,0,0,0,0,10.32
12hpf,0,0,0,0,0,0,0,1.93,0,0
14hpf,13.38,0,0,0,0,0,0,0,0,0
16hpf,10.25,0,0,0,2.05,2.05,0,2.05,0,0
19hpf,21.89,0,0,2.19,0,2.19,0,0,0,0
24hpf,46,0,1,1,1,4,0,1,0,0
2dpf,133.45,0.83,2.5,9.17,35.03,65.89,10.84,0.83,17.52,20.02
3dpf,1126.3,1.15,2.87,4.02,2.87,75.28,6.32,0,3.45,10.92
5dpf,24.81,1.03,3.62,7.75,1.55,24.81,1.55,1.03,2.58,31.53
10dpf,220.26,1.88,2.51,4.39,0,15.06,0.63,0,1.26,9.41
