stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,periderm
24hpf,1,0,0,0,0,0
2dpf,2.5,0,0,0,0,0
3dpf,102.29,0,0,2.87,0,0.57
5dpf,4.13,0,0.52,3.1,0.52,2.07
10dpf,18.83,0.63,0.63,4.39,0,0
