stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,2.5,0,5.84,0.83,0.83
3dpf,4.02,0,2.87,0,0
5dpf,0.52,0,2.07,0,0
10dpf,1.26,0.63,0,0,0
