stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0.83,0,0,0.83,0.83,6.67
3dpf,2.3,0.57,0.57,0.57,0,2.87
5dpf,0.52,0,0.52,0.52,0.52,5.69
10dpf,2.51,0,0,0,0,0
