stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm
3dpf,0,0,0,0,1.15,0,0
10dpf,9.41,1.26,0.63,0.63,1.26,0.63,1.88
