stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
24hpf,0,0,0,0,1
2dpf,0.83,5,0,0,0
3dpf,0,5.17,0,0,0
5dpf,0,32.56,0.52,0,0
10dpf,0,25.1,0,0.63,0.63
