stage,central_nervous_system,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,5,0,1.67,0,0.83,0,0.83
3dpf,1.15,0,0,1.15,0,0,0
5dpf,1.03,1.03,0,2.07,0.52,0.52,0
10dpf,1.26,0,0,0,0,0,0
