stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
24hpf,5,0,0,1,4,0,0,0
2dpf,10.01,0.83,0.83,16.68,49.21,6.67,0.83,0.83
3dpf,195.38,0,0.57,9.19,40.23,5.75,0.57,1.15
5dpf,5.17,0,0.52,5.17,29.98,4.65,1.03,3.1
10dpf,43.3,0,0,3.14,23.22,0.63,0,0
