stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,neural_crest
2dpf,0.83,0,2.5,0,0
3dpf,15.52,0,2.3,1.15,0
5dpf,8.79,0.52,13.95,3.62,1.03
10dpf,8.79,0,5.02,2.51,0.63
