stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,periderm
24hpf,1,0,0,0,0
2dpf,10.01,0,0.83,0,0.83
3dpf,39.65,1.15,0,0.57,0
5dpf,1.03,0,0.52,0.52,0
10dpf,8.16,0,0,0,0
