stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0,0,1.67,0
3dpf,70.68,0.57,0.57,2.3,0,0
5dpf,2.58,0.52,0,2.07,1.55,1.03
10dpf,40.79,0,1.26,2.51,0.63,0.63
