stage,central_nervous_system,endoderm,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,periderm
2dpf,0,0,0.83,0.83,0,0,0
3dpf,4.6,2.87,1.15,0,0.57,0,0
5dpf,2.07,7.24,5.69,0,2.07,0.52,1.55
10dpf,0,13.18,5.02,0,0,0,0
