stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,1290.37,0,0,0,165.17,0,0,0,495.5,495.5
12hpf,52.05,0,0,0,28.92,0,0,0,19.28,17.35
14hpf,775.78,13.38,46.81,3.34,160.51,0,6.69,10.03,214.01,167.19
16hpf,863.39,20.51,24.61,18.46,264.56,2.05,10.25,10.25,289.17,200.98
19hpf,2132.27,4.38,0,17.51,186.08,4.38,8.76,4.38,67.86,181.7
24hpf,967,5,21,23,254,1,4,1,36,68
2dpf,692.28,18.35,40.04,35.03,563,110.1,16.68,4.17,70.06,123.44
3dpf,529.25,1.15,3.45,4.02,9.77,10.92,0,0,6.9,6.32
5dpf,41.35,1.03,17.06,5.17,34.11,15.5,1.03,0.52,13.44,22.22
10dpf,63.38,0,6.28,0,1.88,1.88,0,0,0.63,2.51
