stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,10.32,0,0,0,0,0,0,0,0,41.29
12hpf,9.64,11.57,1.93,3.86,3.86,1.93,0,5.78,3.86,65.54
14hpf,0,6.69,0,13.38,3.34,3.34,0,3.34,10.03,103.66
16hpf,6.15,2.05,2.05,22.56,4.1,0,0,6.15,14.36,73.83
19hpf,6.57,0,0,10.95,10.95,2.19,0,2.19,2.19,30.65
24hpf,9,2,0,28,23,8,1,3,26,24
2dpf,155.14,1.67,5.84,94.25,152.64,266.9,36.7,5.84,82.57,90.91
3dpf,108.03,3.45,0.57,34.48,40.23,225.84,9.19,0.57,14.37,16.66
5dpf,32.56,5.69,13.95,94.58,31.53,155.57,16.02,4.13,32.56,72.36
10dpf,30.75,1.88,10.04,40.79,21.34,73.42,8.16,0,10.67,3.77
