stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,periderm
2dpf,22.52,0,1.67,0,6.67,2.5,0.83,0.83,3.34
3dpf,212.62,0,0,1.15,1.15,4.02,0.57,0,0
5dpf,14.99,0.52,0.52,0.52,1.03,7.75,0.52,0.52,3.62
10dpf,60.87,1.26,0,1.88,0.63,8.16,0,0,0
