stage,central_nervous_system,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
16hpf,0,4.1,0,0,0,0
2dpf,3.34,0,0.83,5,3.34,0
3dpf,1.15,0,1.15,0,0,0
5dpf,0.52,3.62,3.1,1.03,0.52,1.03
10dpf,1.88,1.88,0,4.39,0.63,0
