stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm
24hpf,0,0,1,0,0
2dpf,0,0,7.51,0,0
3dpf,0.57,0,0,0.57,0
5dpf,0,0,49.1,0.52,0
10dpf,0,0.63,76.56,0,0.63
