stage,central_nervous_system,endoderm,lateral_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.83,0,3.34,5,0,2.5,0
3dpf,1.15,0,0,2.3,0,0,0
5dpf,0,0.52,0,2.58,0.52,0,0.52
10dpf,3.14,0.63,0,2.51,0,0,0.63
