stage,central_nervous_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,0,0,0.83,1.67
3dpf,2.3,2.3,0,1.15
5dpf,18.09,0,0,1.03
10dpf,3.14,0,0,0.63
