stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,175.49,0,0,0,61.94,0,0,0,61.94,103.23
12hpf,3.86,0,0,0,0,0,0,0,0,0
14hpf,10.03,0,6.69,0,0,0,0,0,3.34,3.34
16hpf,67.68,0,0,0,14.36,0,0,0,24.61,10.25
19hpf,628.3,0,2.19,4.38,28.46,0,2.19,0,15.32,30.65
24hpf,52,0,0,1,11,0,0,0,3,2
2dpf,236.04,5,8.34,13.35,234.38,28.36,6.67,0,20.02,35.87
3dpf,225.84,0.57,0.57,1.15,2.87,6.32,1.15,0,1.72,1.72
5dpf,10.34,0.52,10.85,0,11.37,9.82,0.52,0.52,4.13,6.72
10dpf,24.47,0.63,4.39,0,0.63,1.88,0,0,0.63,0
