stage,central_nervous_system,hematopoietic_system,intermediate_mesoderm,mesenchyme,periderm
3dpf,15.52,0,0.57,0,0
5dpf,0.52,4.13,0,2.58,1.03
10dpf,5.65,3.77,1.26,0,0
