stage,central_nervous_system,intermediate_mesoderm,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,0.83,0.83,0,0,0,10.01
3dpf,2.87,0,0,0,0,1.15
5dpf,2.07,0.52,2.07,2.58,3.1,5.69
10dpf,4.39,0,0,0,4.39,1.26
