stage,central_nervous_system,lateral_mesoderm,mesenchyme,notochord,paraxial_mesoderm,periderm
16hpf,0,0,0,0,10.25,0
24hpf,0,0,0,0,115,0
2dpf,5,2.5,1.67,0,4.17,1.67
3dpf,0.57,0,0,0,2.87,0
5dpf,0,0,0.52,0.52,6.72,0
10dpf,0,0,0.63,0,3.14,0
