stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,neural_crest,paraxial_mesoderm,periderm
2dpf,1.67,0,0,0.83,0.83,0,0
3dpf,29.31,0.57,2.3,9.77,1.15,1.15,1.15
5dpf,0,0,0,3.1,0.52,0.52,0.52
10dpf,2.51,0,2.51,2.51,0,3.77,0
