stage,central_nervous_system,lateral_mesoderm,mesenchyme,paraxial_mesoderm,periderm
2dpf,10.01,0,0.83,0.83,0
3dpf,26.43,0,6.32,0,2.3
5dpf,1.03,0.52,8.27,0,4.65
10dpf,15.06,0,5.02,0,1.26
