stage,central_nervous_system,endoderm,hematopoietic_system,mesenchyme,paraxial_mesoderm,periderm
2dpf,1.67,0,0,0,0,0
3dpf,4.6,0,0,0,0,0
5dpf,0,0.52,0,0,0,0
10dpf,5.65,0,1.26,1.26,0.63,1.88
