stage,central_nervous_system,endoderm,hematopoietic_system,intermediate_mesoderm,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
10hpf,144.52,41.29,10.32,0,516.15,20.65,0,154.84,1465.86,61.94
12hpf,113.74,15.42,13.49,17.35,144.58,19.28,0,67.47,510.85,32.77
14hpf,30.09,10.03,36.78,33.44,40.13,3.34,0,13.38,140.44,13.38
16hpf,32.81,6.15,16.41,16.41,20.51,12.3,0,6.15,129.2,24.61
19hpf,43.78,2.19,0,2.19,6.57,2.19,0,0,19.7,10.95
24hpf,49,1,4,4,22,13,2,0,26,12
2dpf,290.26,5,23.35,38.37,97.59,249.39,39.2,4.17,56.72,95.08
3dpf,775.2,10.92,14.37,25.28,18.39,310.88,8.05,0,13.79,39.08
5dpf,85.79,11.89,55.3,53.75,20.67,230.51,18.09,18.61,38.25,186.06
10dpf,220.89,17.57,44.55,27.61,12.55,156.88,5.65,1.26,20.08,30.12
