stage,central_nervous_system,endoderm,hematopoietic_system,lateral_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,10.01,0,0,0,1.67,0,0.83,0.83,0.83
3dpf,70.11,0.57,0,0,0,0,0,0,0
5dpf,10.85,0.52,0.52,1.03,2.07,1.55,0.52,0.52,2.58
10dpf,68.4,0.63,0.63,0,1.26,0,0,0,0
