stage,central_nervous_system,intermediate_mesoderm,mesenchyme,paraxial_mesoderm
24hpf,1,0,0,24
2dpf,0.83,1.67,0.83,1.67
3dpf,6.9,0,0.57,0
5dpf,0,0,0.52,0
10dpf,5.02,0,0,1.26
