stage,central_nervous_system,endoderm,intermediate_mesoderm,mesenchyme,neural_crest,notochord,paraxial_mesoderm,periderm
2dpf,0.83,0,0,2.5,0,0.83,0,1.67
3dpf,23.56,0,0,6.9,0.57,0,0,0
5dpf,1.03,0.52,0,3.1,0,0,0.52,2.07
10dpf,8.16,0,0.63,1.26,0,0,0.63,0
